Location,Size (sqft),Bedrooms,Bathrooms,Property Type,Year Built,Condition,Nearby Amenities,Crime Rate,Market Demand Index,Price (USD)
San Jose,3512,5,5,Apartment,2004,New,2,1.92,72.06,1146480
Bakersfield,4090,5,5,Condo,1991,Needs Renovation,5,6.52,70.67,2299531
Fresno,4809,4,5,Villa,1970,New,8,7.82,19.87,2199493
San Jose,555,3,3,Independent House,1983,Recently Renovated,3,8.88,74.21,2655317
Sacramento,1806,6,1,Townhouse,2006,Needs Renovation,5,7.21,39.78,3383040
San Diego,2407,2,1,Apartment,1972,Needs Renovation,4,7.1,29.51,4178648
Sacramento,2291,4,3,Independent House,1974,Recently Renovated,5,7.66,23.7,2776884
Long Beach,2450,2,4,Villa,2009,Recently Renovated,6,2.63,96.83,3208224
San Jose,557,1,4,Independent House,2003,New,10,7.92,95.23,2133290
Los Angeles,4977,4,2,Independent House,2001,Recently Renovated,6,6.08,68.11,2069504
Bakersfield,1588,3,1,Independent House,1989,Needs Renovation,9,4.73,26.56,2576692
Fresno,4631,2,2,Villa,1977,Needs Renovation,4,9.24,36.32,374727
Oakland,2044,6,1,Villa,1989,Needs Renovation,1,2.12,50.28,4981350
Bakersfield,2669,3,4,Villa,2007,Good,5,3.22,97.08,1513843
Anaheim,1516,4,4,Villa,2012,Good,3,7.09,87.75,1741141
San Diego,1966,3,3,Independent House,1973,New,9,6.02,89.22,4228310
Los Angeles,3268,3,3,Villa,1958,Good,6,9.73,90.11,2528026
San Jose,4692,3,5,Townhouse,1968,New,9,7.89,5.9,3329952
San Jose,1574,6,5,Apartment,2008,New,3,3.42,65.47,1666723
San Francisco,4605,2,5,Apartment,1959,New,3,2.33,34.72,2977426
Long Beach,1793,5,2,Villa,2011,New,7,6.92,92.27,1101046
Bakersfield,4407,3,4,Condo,1962,New,4,8.42,8.98,4423088
Sacramento,555,4,2,Townhouse,2022,Needs Renovation,1,7.34,79.04,2781389
San Diego,3018,6,1,Villa,2010,Good,9,9.66,77.74,981990
San Francisco,1646,5,2,Independent House,1959,Needs Renovation,7,9.88,71.73,878820
San Jose,1316,6,4,Independent House,1970,Good,5,4.47,1.35,3279143
Fresno,623,2,4,Townhouse,1953,Needs Renovation,3,9.6,26.06,864156
San Jose,2546,2,5,Condo,1950,Needs Renovation,5,9.16,81.08,1175420
Fresno,2180,2,1,Condo,1970,Recently Renovated,9,8.52,43.94,494421
Anaheim,3343,1,1,Villa,1992,New,9,8.72,30.55,1149695
Long Beach,1405,6,1,Apartment,1997,Needs Renovation,4,8.31,72.83,4240487
Los Angeles,3486,3,2,Apartment,1951,Recently Renovated,9,6.71,30.67,2354006
Bakersfield,4215,5,3,Apartment,1967,New,10,7.95,29.68,3942481
San Diego,3290,4,2,Townhouse,1983,Needs Renovation,8,6.71,70.72,4947633
San Jose,2604,2,3,Apartment,1958,New,7,8.57,70.5,202551
San Francisco,4382,6,5,Villa,1987,Needs Renovation,2,1.31,73.88,909521
Oakland,1510,4,4,Condo,2012,Needs Renovation,10,8.61,30.76,489698
Long Beach,1836,5,1,Independent House,1990,Needs Renovation,10,4.59,98.21,2321004
San Diego,4293,1,2,Apartment,1960,New,8,6.87,34.07,1057494
Anaheim,2885,1,3,Independent House,2010,Needs Renovation,6,4.94,26.89,2619883
San Diego,4797,1,1,Villa,1997,New,2,8.57,64.74,4789473
Los Angeles,2193,4,4,Apartment,1992,Needs Renovation,1,4.84,98.59,2936011
San Francisco,4431,5,3,Condo,1963,New,3,6.5,93.86,4241134
Anaheim,750,3,3,Condo,2008,Recently Renovated,1,9.14,12.63,409272
Oakland,2867,3,4,Townhouse,1959,New,6,6.32,71.47,3716923
Anaheim,1995,2,2,Villa,1952,Recently Renovated,8,3.15,72.28,959059
San Jose,4408,2,1,Villa,1991,New,9,6.58,45.33,2434554
San Francisco,1798,4,2,Independent House,1987,Recently Renovated,5,7.6,97.89,1461984
Sacramento,1774,4,3,Apartment,1977,Needs Renovation,4,8.96,34.4,657105
Fresno,2821,5,2,Villa,2006,Recently Renovated,4,2.27,50.76,2843946
Long Beach,2249,2,3,Independent House,1964,Recently Renovated,8,1.87,94.28,1428725
Long Beach,2885,3,3,Villa,1987,Recently Renovated,2,9.19,63.99,1857109
Anaheim,2527,6,2,Condo,2005,New,5,3.15,15.0,2697656
Sacramento,1139,4,3,Townhouse,2013,Needs Renovation,2,7.9,55.56,2011429
San Jose,1295,1,2,Apartment,2023,Recently Renovated,6,9.72,15.43,3828121
Sacramento,2057,3,1,Villa,1951,New,8,4.0,97.7,1173748
San Francisco,3190,5,4,Independent House,1978,Good,8,9.43,69.0,2002658
Los Angeles,4776,1,1,Townhouse,1978,Recently Renovated,4,7.62,36.85,1160902
Anaheim,1375,3,3,Apartment,1972,Good,5,9.69,28.03,1552109
Sacramento,4099,6,1,Independent House,1981,Recently Renovated,1,1.36,78.51,2525390
Bakersfield,4703,3,2,Apartment,1971,Recently Renovated,8,7.48,87.89,790658
Oakland,4989,3,2,Condo,1970,Needs Renovation,7,6.57,19.78,3471250
Fresno,4039,5,1,Townhouse,2000,Good,10,4.87,87.72,2925614
Oakland,1599,6,3,Independent House,1977,Needs Renovation,9,9.76,97.34,1941598
San Jose,837,2,1,Apartment,2020,Recently Renovated,7,6.46,81.96,2370937
San Francisco,3837,3,1,Independent House,1991,Needs Renovation,5,8.66,61.2,2500367
San Francisco,858,6,3,Villa,2005,New,7,3.92,45.02,2086674
San Francisco,4780,3,1,Townhouse,1977,Recently Renovated,5,4.37,3.42,647030
Bakersfield,1063,6,4,Apartment,2022,Good,4,8.28,93.58,928003
Anaheim,3725,3,3,Independent House,1987,Needs Renovation,4,5.91,92.03,121519
Fresno,4327,2,4,Villa,2002,New,3,5.27,30.77,554894
San Francisco,1829,4,1,Condo,1996,Needs Renovation,8,2.57,82.68,1844298
Anaheim,1742,1,5,Independent House,1952,New,10,3.7,59.44,892627
San Diego,4020,3,3,Villa,1985,New,7,3.21,8.74,1653582
San Diego,1409,3,1,Townhouse,1973,Needs Renovation,7,2.08,31.86,640464
San Diego,5000,6,5,Villa,1955,Needs Renovation,7,3.33,84.53,4440560
San Diego,3753,1,2,Townhouse,2019,Needs Renovation,4,5.2,14.58,197556
Sacramento,2703,5,1,Condo,1984,Good,9,6.85,19.83,3174922
Sacramento,4623,4,5,Condo,1952,Recently Renovated,6,1.53,62.86,2232760
Sacramento,929,5,5,Condo,1990,Recently Renovated,10,8.12,91.13,3480954
Bakersfield,2326,6,2,Villa,1961,Recently Renovated,7,3.99,9.02,4653514
Bakersfield,4780,5,3,Apartment,1994,New,5,9.21,9.9,3776608
Los Angeles,2593,4,5,Apartment,1987,New,9,9.34,20.5,3513861
Long Beach,3606,4,5,Apartment,1984,New,2,1.05,22.36,4997049
Sacramento,4362,6,3,Independent House,1991,New,9,8.05,61.76,3698286
Oakland,4124,4,2,Independent House,1994,Needs Renovation,3,1.03,68.4,2080883
San Francisco,4133,6,2,Independent House,2002,Good,3,5.57,16.84,2546023
San Francisco,1149,1,2,Villa,2007,Recently Renovated,6,8.23,97.7,1850663
Anaheim,1351,2,4,Villa,2000,Recently Renovated,4,1.86,32.24,4397549
Anaheim,3544,1,2,Apartment,1999,New,7,4.71,54.82,1130251
Los Angeles,4992,3,5,Apartment,2002,New,4,6.19,38.35,2986701
Los Angeles,1283,1,2,Apartment,2012,Recently Renovated,3,9.45,93.98,1692194
Fresno,3613,6,4,Villa,1972,Needs Renovation,3,6.63,11.08,4843346
San Jose,2675,2,3,Condo,1980,Good,9,1.65,11.31,2042103
Los Angeles,1591,3,5,Townhouse,2016,Needs Renovation,3,3.9,68.1,183213
San Francisco,2089,1,2,Independent House,1956,Recently Renovated,3,5.28,98.27,4131538
Oakland,4522,1,4,Apartment,2009,Needs Renovation,7,7.86,90.16,4658245
Sacramento,2756,4,4,Townhouse,2006,Recently Renovated,1,9.64,32.4,860549
San Francisco,4199,1,4,Independent House,1998,Needs Renovation,5,6.95,27.71,4730914
Sacramento,4334,6,1,Independent House,1980,Good,7,5.09,94.49,4418366
Fresno,3793,6,2,Villa,1963,Good,2,6.47,98.87,1965102
Oakland,2626,2,3,Independent House,1962,Good,5,8.35,85.22,2072789
San Francisco,4017,2,4,Villa,1953,New,7,1.96,40.81,2538426
Anaheim,884,6,5,Independent House,2016,Good,6,6.67,23.65,767046
Bakersfield,3480,2,2,Apartment,1957,New,5,3.63,47.1,2828886
Oakland,2117,4,2,Villa,1954,Recently Renovated,2,9.97,12.02,2501528
Anaheim,1143,3,1,Apartment,1991,Recently Renovated,9,7.93,72.78,2284511
Sacramento,1169,6,1,Villa,2019,New,8,5.84,17.83,1068493
Oakland,3545,2,4,Villa,1997,Recently Renovated,7,8.1,48.3,2625939
Fresno,3034,2,2,Townhouse,1987,Good,8,7.7,92.31,697066
San Diego,1460,4,2,Condo,2023,New,10,6.86,2.04,4582291
Bakersfield,2935,4,3,Villa,1993,Recently Renovated,10,7.88,63.56,2135281
Fresno,4146,3,5,Condo,2006,Recently Renovated,6,3.35,28.94,4626114
Anaheim,3184,3,4,Condo,2009,New,2,5.57,58.69,3133888
Anaheim,2511,2,1,Condo,1982,Recently Renovated,5,1.04,37.34,2017058
San Jose,4675,2,5,Apartment,1998,Needs Renovation,8,5.5,91.93,2090991
Bakersfield,766,1,1,Condo,1961,Good,5,3.87,15.1,2124107
Bakersfield,3970,3,1,Apartment,1975,Recently Renovated,6,9.39,76.29,2933719
Oakland,1240,3,1,Independent House,1986,Good,9,6.16,68.63,2179953
Bakersfield,588,3,4,Independent House,1995,Good,2,8.75,40.23,4604148
Oakland,4320,2,1,Apartment,2001,Good,2,7.15,41.0,785800
Long Beach,1593,1,4,Apartment,1996,Recently Renovated,5,3.51,77.18,1878991
Long Beach,2938,5,1,Independent House,2005,New,3,9.54,57.14,2509413
San Diego,1244,6,1,Villa,1956,New,7,4.37,81.08,1977703
Los Angeles,3003,1,2,Apartment,1977,Needs Renovation,10,4.15,15.8,2507225
Los Angeles,2393,5,3,Townhouse,2010,Needs Renovation,3,4.8,84.36,4559897
San Jose,1198,6,2,Villa,2020,New,6,8.52,15.28,175050
San Jose,618,6,4,Apartment,1991,Recently Renovated,9,3.02,65.02,537586
Bakersfield,1605,1,5,Villa,1964,Needs Renovation,5,3.88,66.35,2611186
San Diego,1389,4,1,Independent House,1981,Recently Renovated,9,6.75,48.42,3559498
Los Angeles,4279,1,5,Independent House,1965,Recently Renovated,6,3.16,60.01,774060
San Diego,1575,3,5,Independent House,1996,New,1,9.35,57.19,765698
Long Beach,2110,3,4,Condo,2010,New,8,8.66,44.54,3982821
Los Angeles,1696,6,1,Independent House,1999,New,7,9.53,40.97,4188762
Sacramento,2353,3,2,Townhouse,2001,New,3,9.67,96.41,1556070
Bakersfield,3252,5,5,Independent House,1978,Good,8,6.74,62.93,2325245
Los Angeles,4319,1,2,Condo,2012,Recently Renovated,6,3.42,68.87,4612671
Sacramento,2668,6,3,Condo,2012,Recently Renovated,4,7.12,7.61,1726066
San Jose,4564,4,4,Townhouse,1965,New,9,8.41,85.88,2532962
Bakersfield,1059,3,5,Townhouse,1953,Good,8,4.3,22.56,2126732
Sacramento,530,2,2,Condo,1952,Good,7,6.18,42.61,3180232
San Diego,1455,3,1,Villa,1982,New,4,6.32,83.78,2972439
Oakland,3996,3,2,Villa,1950,Recently Renovated,6,1.6,37.1,1104947
San Jose,1358,5,5,Apartment,1998,Needs Renovation,9,8.74,29.27,1765927
Bakersfield,1100,3,3,Townhouse,1961,New,7,2.8,13.74,2883456
Sacramento,3037,1,4,Independent House,1970,Recently Renovated,5,7.1,3.35,3856900
Anaheim,559,5,1,Condo,1993,Recently Renovated,4,5.96,89.79,4774178
Fresno,2882,6,4,Condo,1982,Good,9,1.74,50.38,4408360
San Jose,2601,3,5,Townhouse,1988,Recently Renovated,9,7.52,32.08,3302057
Bakersfield,789,5,3,Apartment,2003,Good,2,6.12,65.49,4293629
Anaheim,2259,1,2,Apartment,1950,Good,2,9.41,75.9,4360964
Long Beach,4775,1,2,Independent House,1960,Good,6,7.58,65.93,3860734
San Jose,3592,6,2,Condo,2023,New,8,3.35,66.09,2315687
San Francisco,1131,5,2,Independent House,1953,Recently Renovated,9,9.45,51.83,2604055
San Jose,2182,2,2,Condo,1955,New,4,4.22,44.85,2130854
Anaheim,802,1,4,Condo,1976,Needs Renovation,8,1.31,48.75,4772647
Oakland,2358,1,5,Townhouse,1961,Recently Renovated,7,4.43,5.55,4968950
San Jose,3176,4,4,Villa,1992,Needs Renovation,3,8.16,51.53,4841312
Oakland,4860,3,3,Townhouse,2013,Recently Renovated,1,6.21,87.36,4025687
Long Beach,1482,1,4,Townhouse,2012,Recently Renovated,1,7.48,8.42,2694878
San Francisco,3920,3,5,Apartment,2010,Recently Renovated,1,5.13,91.36,3752497
San Francisco,2408,1,4,Condo,1950,Needs Renovation,1,6.69,22.94,1520682
San Francisco,2715,6,4,Independent House,1956,Good,7,3.69,30.29,1544036
Anaheim,3821,3,3,Condo,1975,New,10,2.85,84.3,1450452
Fresno,2918,3,3,Apartment,1962,Needs Renovation,9,1.27,32.5,4623096
San Diego,3226,6,1,Apartment,1982,Good,9,2.42,1.19,4948296
Anaheim,4205,2,1,Independent House,1990,Needs Renovation,4,9.37,49.7,1365332
Fresno,4111,3,2,Villa,2000,Recently Renovated,5,6.23,63.53,2304047
San Francisco,2943,4,4,Condo,1951,Needs Renovation,2,2.57,74.47,3477275
Los Angeles,1886,4,5,Townhouse,2008,New,7,5.25,34.87,3668285
San Jose,4205,1,2,Condo,1963,Good,4,5.75,20.29,2854250
San Francisco,2102,1,4,Independent House,1973,Needs Renovation,3,5.38,10.59,2734432
Bakersfield,3407,3,5,Townhouse,1975,New,9,2.42,96.34,685216
Long Beach,2708,3,1,Independent House,1999,Recently Renovated,8,4.11,55.34,4724993
Anaheim,4838,4,1,Apartment,1984,New,6,2.85,8.31,2349286
Oakland,3766,4,2,Apartment,1989,New,5,7.28,47.8,3154363
San Jose,4205,2,2,Villa,2003,New,1,9.8,56.25,4813331
Anaheim,3465,6,5,Condo,1978,Good,7,1.61,48.43,3535525
San Jose,3681,6,4,Townhouse,1973,Good,10,2.3,47.38,2651061
San Francisco,3259,4,2,Independent House,1950,New,4,1.34,65.54,709186
San Jose,2456,2,5,Condo,2003,New,1,3.13,52.53,720624
San Diego,3082,6,1,Independent House,2014,Good,3,2.2,50.45,2221285
Oakland,2799,3,4,Townhouse,1971,Good,4,3.55,43.72,1490404
Los Angeles,1521,2,3,Condo,1982,Good,10,6.53,21.17,395154
Anaheim,1351,2,5,Villa,1954,New,7,6.29,19.68,3086969
Long Beach,4488,1,2,Condo,2015,New,8,4.8,72.24,4870237
Bakersfield,1045,2,1,Apartment,2021,Recently Renovated,2,1.38,75.82,480186
Los Angeles,4618,3,4,Townhouse,2016,New,9,5.07,35.19,1982829
Sacramento,3728,2,4,Apartment,2021,Needs Renovation,1,5.4,76.35,1117731
Anaheim,4100,3,2,Villa,2010,Needs Renovation,9,8.53,86.55,3431781
Long Beach,4803,2,3,Independent House,1989,New,1,5.55,77.91,3623657
Oakland,3265,4,2,Villa,1978,Needs Renovation,7,7.98,73.11,196467
Bakersfield,773,2,1,Condo,2009,Needs Renovation,4,4.14,30.94,1154396
Sacramento,1521,5,2,Villa,1975,Recently Renovated,3,5.28,76.84,4124554
Sacramento,1822,2,4,Villa,1962,Needs Renovation,8,2.45,52.0,4124465
Fresno,1856,5,5,Independent House,2003,Good,2,3.63,27.27,2623038
Bakersfield,2327,4,5,Townhouse,1955,Good,6,9.97,81.09,1305851
Long Beach,2759,1,5,Villa,1973,Recently Renovated,1,1.01,13.5,4217508
San Jose,1288,5,1,Condo,2005,New,6,1.96,43.72,1180472
Sacramento,3617,4,2,Apartment,1980,Needs Renovation,7,3.5,76.56,3145329
San Diego,4560,2,3,Condo,2002,Recently Renovated,9,2.59,55.0,2602768
San Diego,2356,5,2,Apartment,2004,New,2,8.9,78.43,3689554
San Diego,1871,3,4,Apartment,2021,New,5,8.44,68.7,303407
Los Angeles,2285,2,1,Independent House,2009,Good,1,2.29,89.43,4461707
Bakersfield,1512,3,5,Condo,2007,Recently Renovated,10,8.4,98.44,996939
San Jose,3750,5,5,Apartment,2015,Recently Renovated,3,2.22,89.97,825131
Oakland,977,1,2,Condo,2012,Good,9,2.09,64.77,446593
San Francisco,741,3,3,Townhouse,1957,New,10,5.55,15.81,1133237
Fresno,1988,1,2,Townhouse,2021,Needs Renovation,1,7.77,48.5,3238420
Oakland,2541,5,5,Apartment,1958,Good,2,8.0,18.08,2129898
Los Angeles,698,5,5,Townhouse,1968,Good,4,4.83,20.41,3125945
Sacramento,4617,5,5,Independent House,2004,New,9,6.82,95.84,1461956
San Francisco,4259,5,2,Condo,1974,Recently Renovated,6,1.98,44.85,251899
San Francisco,3725,4,5,Villa,1965,Needs Renovation,8,6.15,94.71,2830700
Long Beach,4129,3,2,Townhouse,2017,Recently Renovated,1,8.73,94.72,2941577
Los Angeles,1993,5,4,Condo,1998,Recently Renovated,1,8.18,91.19,2507719
Sacramento,4090,1,2,Condo,2009,New,6,8.37,72.18,2951233
Sacramento,3644,4,2,Apartment,1961,Needs Renovation,9,2.4,31.68,2040125
Fresno,995,2,2,Independent House,1950,Good,10,5.84,42.75,2163385
Anaheim,977,5,5,Apartment,1961,New,2,2.54,7.68,2998066
San Francisco,729,6,3,Villa,1969,Needs Renovation,3,7.16,98.66,917291
Long Beach,2578,5,3,Condo,2022,Good,2,4.45,7.79,2628210
Fresno,4513,4,1,Condo,2009,Needs Renovation,2,2.67,23.59,2311766
Fresno,531,3,2,Townhouse,2012,Needs Renovation,10,1.92,86.42,2898704
Anaheim,2465,5,3,Condo,2016,Recently Renovated,6,3.71,97.9,3807096
Fresno,4663,4,1,Condo,1989,Recently Renovated,2,6.13,52.88,4934612
San Diego,3297,4,1,Condo,1960,New,5,3.06,7.59,4690044
Fresno,1182,3,2,Villa,1981,Recently Renovated,1,6.86,19.24,801064
Sacramento,4873,4,5,Villa,1973,Needs Renovation,8,3.77,15.25,2987815
Anaheim,2649,4,3,Apartment,1952,New,7,6.24,16.3,1983547
San Diego,1580,2,2,Townhouse,2022,Recently Renovated,7,2.88,52.27,698243
Fresno,2466,1,1,Townhouse,2005,New,2,1.02,96.44,4686372
Anaheim,1686,5,1,Apartment,2008,Needs Renovation,9,3.26,24.05,2774519
Sacramento,593,3,4,Independent House,1952,Needs Renovation,7,6.78,39.17,3194673
Sacramento,2729,2,3,Condo,1981,New,6,9.93,75.75,2892526
San Francisco,3013,2,4,Condo,1973,Good,4,3.04,7.68,3412237
Long Beach,4346,3,4,Villa,2000,New,9,2.24,29.52,4402497
San Jose,1081,2,5,Condo,1982,New,4,6.05,21.29,554246
San Diego,2726,1,5,Townhouse,1972,Needs Renovation,9,8.53,60.87,4401898
Los Angeles,696,2,5,Villa,1987,Good,9,7.08,85.96,4576278
Anaheim,1262,2,3,Apartment,1982,Needs Renovation,8,1.81,29.76,3093648
San Jose,1631,3,2,Independent House,1994,New,6,4.07,7.46,3893051
San Diego,2749,5,2,Apartment,2019,Needs Renovation,9,9.5,68.92,1214830
Anaheim,3526,4,5,Villa,2005,Recently Renovated,2,9.75,78.53,3994704
Sacramento,4596,1,5,Independent House,2016,Needs Renovation,3,4.07,41.71,1450717
Bakersfield,2443,3,3,Apartment,1967,Good,10,4.38,3.13,1302234
San Jose,4877,6,4,Villa,1965,Needs Renovation,6,1.11,49.33,2737778
Bakersfield,2030,2,1,Independent House,1958,Good,2,5.88,77.76,4227260
San Francisco,957,6,3,Condo,1986,Recently Renovated,8,2.41,20.95,1317095
San Diego,1907,1,3,Condo,2001,Needs Renovation,3,3.17,49.84,1748690
Oakland,540,3,3,Condo,1961,Recently Renovated,5,2.24,22.84,2849615
San Jose,1896,5,1,Apartment,2010,Needs Renovation,7,3.32,78.04,978245
Anaheim,3878,5,5,Independent House,1974,New,9,7.96,20.44,253414
Los Angeles,4864,3,2,Condo,1988,Recently Renovated,10,6.3,96.27,4352538
Long Beach,3700,2,1,Apartment,1961,New,10,3.36,80.45,3531306
San Francisco,3762,1,3,Condo,1995,Recently Renovated,2,6.5,6.41,4301445
San Francisco,4158,6,5,Independent House,2016,Needs Renovation,4,1.12,76.94,354893
San Jose,1459,5,4,Villa,1952,Good,4,8.67,68.47,2947260
Anaheim,4975,2,1,Condo,1957,Needs Renovation,3,3.54,69.47,333042
Anaheim,4243,2,4,Apartment,2014,New,9,4.58,33.93,2465499
Oakland,2809,2,1,Independent House,1967,New,3,7.22,32.91,2249922
Bakersfield,2187,6,5,Villa,1960,New,7,4.62,70.78,1666423
Long Beach,792,1,3,Condo,1956,Recently Renovated,10,6.1,43.85,2472945
Oakland,883,4,5,Condo,2022,Recently Renovated,6,7.68,18.92,1681887
Fresno,2579,2,4,Townhouse,1955,Recently Renovated,7,9.46,61.63,1171130
San Jose,4340,5,3,Condo,1952,Good,1,2.92,28.08,1384976
Oakland,895,3,5,Townhouse,2003,Recently Renovated,1,3.14,82.6,2183984
San Francisco,1298,6,3,Condo,1975,Needs Renovation,5,7.32,94.48,344311
Fresno,1928,6,1,Apartment,2016,New,4,8.68,13.94,2523006
San Francisco,555,5,2,Apartment,2021,Needs Renovation,2,4.53,42.09,632104
Bakersfield,3583,2,5,Apartment,1980,Good,6,5.31,39.66,2830662
Oakland,1442,2,4,Condo,2016,Recently Renovated,6,7.95,50.91,186567
Sacramento,707,6,1,Condo,2001,Recently Renovated,10,1.96,87.44,1206347
Oakland,1248,4,4,Villa,1962,Good,6,3.1,60.21,1311528
Sacramento,4543,6,1,Independent House,2022,Needs Renovation,10,4.36,80.49,4930783
San Jose,4267,5,2,Townhouse,1979,New,3,5.87,87.94,602414
Oakland,1679,4,3,Apartment,1980,New,9,5.1,13.33,1054940
Oakland,3075,4,4,Apartment,1981,Good,9,8.43,33.03,2030286
Sacramento,1982,2,2,Apartment,1979,New,5,5.8,22.57,751059
San Francisco,1144,6,1,Condo,1990,Needs Renovation,1,5.04,29.29,424530
Anaheim,3951,1,1,Villa,1964,New,3,8.45,43.52,1030437
San Diego,1545,4,2,Independent House,2015,Recently Renovated,7,2.61,11.16,2491756
Fresno,3316,5,2,Condo,1999,Good,9,7.08,29.83,3238597
Oakland,2147,6,2,Townhouse,2021,Recently Renovated,3,6.37,60.84,2898705
Anaheim,4309,1,5,Townhouse,1992,New,1,3.93,54.44,194205
San Jose,3978,4,5,Independent House,2021,Good,8,7.93,72.8,1395437
San Diego,820,6,4,Villa,2012,New,4,5.94,73.04,4445776
San Francisco,2337,2,2,Apartment,2002,Recently Renovated,1,1.37,86.1,3767287
San Jose,3180,4,1,Apartment,2017,Needs Renovation,7,5.7,26.93,2510723
San Francisco,752,6,5,Townhouse,1979,Needs Renovation,1,1.78,7.35,3951324
Bakersfield,2547,5,2,Condo,1970,Good,2,7.77,30.3,3695274
Anaheim,3270,4,3,Independent House,1993,Good,9,3.8,85.65,782059
Sacramento,3139,5,3,Condo,1994,New,1,1.55,97.36,4573823
Anaheim,1074,6,2,Apartment,1999,Recently Renovated,2,7.34,90.66,3192933
San Francisco,4304,6,4,Condo,1998,Recently Renovated,2,6.31,35.39,2283358
Anaheim,3382,5,4,Townhouse,1957,New,9,1.98,56.13,4551599
Oakland,535,2,2,Independent House,1960,Recently Renovated,6,2.49,92.85,2378983
Anaheim,3191,1,1,Condo,1985,Needs Renovation,3,2.62,77.82,4540280
Long Beach,3097,1,2,Apartment,1968,Needs Renovation,8,3.88,66.97,921971
Los Angeles,2370,6,3,Apartment,1990,New,2,4.05,20.38,2859249
Anaheim,1367,2,1,Apartment,1972,Recently Renovated,1,6.55,2.95,2251254
San Francisco,4991,4,2,Villa,1976,Recently Renovated,6,2.43,34.37,2873218
Oakland,4488,1,1,Villa,2006,Recently Renovated,2,2.33,1.02,1460392
Anaheim,2499,1,5,Independent House,2017,Recently Renovated,5,6.28,84.64,3996067
Sacramento,2829,4,4,Condo,2008,Good,8,4.55,77.27,4675963
Long Beach,3022,5,2,Condo,1986,Recently Renovated,4,6.52,8.41,3391871
San Diego,2718,6,3,Villa,1995,New,6,2.61,79.43,2038336
Los Angeles,3083,3,1,Apartment,1980,New,9,3.63,27.15,1608639
San Diego,2747,6,3,Apartment,1996,Recently Renovated,2,1.22,7.71,2100367
San Jose,2898,3,4,Independent House,2016,Recently Renovated,5,7.5,34.94,3509332
Los Angeles,3142,5,4,Condo,1976,Good,3,1.79,72.05,303469
Fresno,4846,2,2,Villa,2017,Needs Renovation,5,1.6,85.71,3313423
Sacramento,1611,4,3,Townhouse,1958,New,5,2.96,21.39,2742620
Sacramento,3158,6,4,Apartment,1958,Recently Renovated,4,8.19,24.27,4160877
Los Angeles,1687,1,2,Townhouse,2015,Good,1,8.72,2.32,1190163
Oakland,538,5,2,Villa,1984,Good,5,3.65,45.83,2663918
San Jose,4790,2,2,Townhouse,1953,Good,9,5.22,67.91,2643311
Fresno,3823,2,3,Apartment,2008,Recently Renovated,7,2.12,51.93,1461484
San Francisco,4288,6,2,Independent House,1956,New,1,9.06,78.51,1107372
Sacramento,2864,6,2,Townhouse,2000,Needs Renovation,10,5.85,97.44,2340011
Sacramento,3957,5,3,Independent House,1978,Recently Renovated,1,3.25,11.52,1225700
Oakland,1765,2,5,Independent House,1960,Good,5,4.97,86.94,997287
Anaheim,2942,6,5,Condo,1958,Recently Renovated,3,5.8,35.92,1434236
Fresno,4503,4,1,Villa,1971,Recently Renovated,9,3.49,65.76,4473501
Long Beach,1052,1,3,Apartment,1966,Recently Renovated,1,6.34,39.08,4582210
Bakersfield,4231,6,5,Condo,1960,Good,8,3.1,32.1,3790211
Fresno,2180,6,2,Townhouse,2003,New,5,9.22,1.62,1137306
Anaheim,3015,3,2,Villa,2013,Recently Renovated,7,4.47,1.3,845984
